Transaction_ID,Date,Customer_Name,products,Payment_Method,City
1000000243,11-03-2020 18:33,Jaime Parker,"sausage,oil,hygiene articles,napkins",Mobile Payment,Dallas
1000000244,01-04-2022 11:38,James Bailey,"frankfurter,beef,hamburger meat,grapes,root vegetables,whole milk,butter,frozen dessert,potato products,bottled water,bottled beer",Debit Card,Los Angeles
1000000245,16-12-2022 10:50,Sara Lee,"hard cheese,rolls/buns,bottled water,newspapers",Credit Card,Los Angeles
1000000246,27-10-2021 14:16,Joanne Flores,"cream cheese ,rolls/buns,soda,chocolate",Mobile Payment,Miami
1000000247,18-04-2023 14:44,Kevin Cruz,"turkey,beef,frozen vegetables,dishes,photo/film",Debit Card,Houston
1000000248,24-11-2020 20:47,Dawn Benson,"pork,other vegetables,whipped/sour cream,rolls/buns,soda,shopping bags",Cash,Miami
1000000249,16-04-2021 11:55,Ronald Pacheco,"whole milk,beverages",Cash,Atlanta
1000000250,24-01-2024 03:46,Tracey Allen,"rolls/buns,soda",Credit Card,Seattle
1000000251,03-01-2021 09:31,Tamara Burke,"sausage,pip fruit,whole milk,curd,yogurt,sliced cheese,rolls/buns,bottled water,hygiene articles",Mobile Payment,Los Angeles
1000000252,13-04-2022 04:44,Cheryl Benson,ice cream,Debit Card,San Francisco
1000000253,19-12-2020 02:54,Taylor Jimenez,liquor,Mobile Payment,Seattle
1000000254,01-03-2023 20:48,Brenda Greene,"pip fruit,other vegetables,fruit/vegetable juice",Cash,Los Angeles
1000000255,25-08-2021 11:41,Mark Johnson,"root vegetables,other vegetables,yogurt",Mobile Payment,Seattle
1000000256,20-02-2022 22:41,Kenneth Williams,soda,Debit Card,Boston
1000000257,17-04-2024 12:35,Nicholas Ellison,soda,Mobile Payment,Dallas
1000000258,03-03-2023 15:39,Felicia Johnson,"sausage,citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,bottled water,soda,chocolate,newspapers",Credit Card,Atlanta
1000000259,11-12-2021 10:43,Kelly Adams,"root vegetables,whole milk,pet care,detergent",Credit Card,Seattle
1000000260,09-05-2022 08:59,Richard Hopkins,"pork,berries,root vegetables,other vegetables,pastry,specialty bar",Debit Card,Dallas
1000000261,21-11-2022 12:53,Brenda Brown,pork,Debit Card,Chicago
1000000262,14-12-2021 17:24,David Henry,chocolate,Credit Card,Los Angeles
1000000263,31-05-2020 15:32,Catherine Rodriguez,fruit/vegetable juice,Credit Card,New York
1000000264,08-09-2021 12:36,Sean Obrien,"pickled vegetables,coffee",Mobile Payment,New York
1000000265,15-11-2023 17:33,Scott Byrd,bottled water,Credit Card,Seattle
1000000266,27-09-2022 03:45,Sheila Carroll,"frankfurter,sausage,butter,whipped/sour cream,rolls/buns,margarine,spices",Mobile Payment,Houston
1000000267,02-01-2020 00:27,Jason Rodriguez,"tropical fruit,pip fruit,onions,other vegetables,whole milk,domestic eggs,sugar,soups,tea,soda,hygiene articles,napkins",Debit Card,New York
1000000268,16-01-2023 11:25,Edward Anderson,canned beer,Mobile Payment,Atlanta
1000000269,22-11-2020 01:11,Benjamin Barber,root vegetables,Debit Card,Dallas
1000000270,19-11-2023 08:21,Lisa Evans,"meat,citrus fruit,berries,root vegetables,whole milk,soda",Debit Card,Dallas
1000000271,17-12-2022 17:26,Tracey Jackson,"frankfurter,rolls/buns,bottled water,fruit/vegetable juice,hygiene articles",Credit Card,Los Angeles
1000000272,08-12-2023 17:42,Taylor Daniels,"tropical fruit,margarine,rum",Credit Card,Houston
1000000273,09-11-2023 07:56,Dwayne Herrera,"tropical fruit,root vegetables,herbs,whole milk,butter milk,whipped/sour cream,flour,hygiene articles",Mobile Payment,Los Angeles
1000000274,19-10-2023 06:38,Stephanie Robinson,"citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,cream cheese ,domestic eggs,brown bread,margarine,baking powder,waffles",Credit Card,Seattle
1000000275,23-07-2022 06:10,Caleb Bailey,"hamburger meat,other vegetables,whole milk,curd,yogurt,rolls/buns,pastry,semi-finished bread,margarine,bottled water,fruit/vegetable juice",Cash,Dallas
1000000276,27-10-2023 17:47,Eric Moore DDS,"chicken,pip fruit,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,rolls/buns,pasta,soda,waffles",Cash,Chicago
1000000277,26-09-2021 04:44,Barbara Griffin,"chicken,citrus fruit,tropical fruit,root vegetables,whole milk,frozen fish,rolls/buns",Debit Card,Miami
1000000278,18-03-2021 10:25,Jennifer Harrington DDS,"frankfurter,citrus fruit,onions,other vegetables,whole milk,rolls/buns,sugar,soda",Debit Card,San Francisco
1000000279,25-03-2021 23:26,Bryce Smith,canned beer,Credit Card,Los Angeles
1000000280,01-03-2020 18:27,Suzanne Silva,"turkey,pip fruit,salad dressing,pastry",Cash,Atlanta
1000000281,17-09-2020 21:44,David Prince,"packaged fruit/vegetables,whole milk,curd,yogurt,domestic eggs,brown bread,mustard,pickled vegetables,bottled water,misc. beverages",Mobile Payment,Dallas
1000000282,10-01-2021 16:28,Dawn Alvarado,pasta,Mobile Payment,Seattle
1000000283,27-05-2020 05:12,Susan Lee,"citrus fruit,tropical fruit",Credit Card,Seattle
1000000284,21-10-2022 13:17,Pamela Adams,"sausage,whole milk,yogurt,rolls/buns,brown bread,pot plants",Mobile Payment,Los Angeles
1000000285,08-05-2022 12:22,Jessica Shaffer,"whole milk,frozen meals,pastry,fruit/vegetable juice,waffles",Debit Card,Miami
1000000286,30-05-2023 06:57,Mitchell Johnson,canned beer,Mobile Payment,New York
1000000287,02-01-2023 21:20,Robert Ibarra,"citrus fruit,sugar,sauces",Mobile Payment,Boston
1000000288,15-07-2021 13:56,Mr. Matthew Wang,liquor (appetizer),Credit Card,New York
1000000289,12-04-2021 13:52,Michele Davis,"citrus fruit,other vegetables,rolls/buns,salty snack,shopping bags",Debit Card,Miami
1000000290,31-05-2020 23:16,Karen Jones,sausage,Mobile Payment,Atlanta
1000000291,29-05-2023 05:46,Kristi Sanchez,"chicken,other vegetables,whole milk,vinegar,oil,bottled water,canned beer,napkins,newspapers",Mobile Payment,San Francisco
1000000292,12-11-2020 03:27,James Aguilar,"hamburger meat,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,specialty cheese,flour,margarine",Cash,Houston
1000000293,10-09-2020 04:28,Lawrence Allison,"sausage,pork,other vegetables,dessert,yogurt,oil,soda",Credit Card,Chicago
1000000294,08-05-2021 11:46,Benjamin Nguyen,"beef,berries,root vegetables,whole milk,whipped/sour cream,abrasive cleaner",Mobile Payment,Miami
1000000295,15-03-2020 10:32,Gina Gomez,"citrus fruit,packaged fruit/vegetables,yogurt,bottled water",Credit Card,Dallas
1000000296,12-03-2022 19:42,Gerald Massey,"UHT-milk,coffee",Debit Card,Los Angeles
1000000297,04-08-2020 11:17,William Willis,candy,Mobile Payment,San Francisco
1000000298,10-02-2022 10:43,Tracy Wu,newspapers,Cash,Boston
1000000299,23-03-2024 04:55,Michael Wallace,"beef,citrus fruit,other vegetables,yogurt",Credit Card,Atlanta
1000000300,05-06-2021 08:46,Carolyn Harris,"sausage,rolls/buns",Mobile Payment,San Francisco
1000000301,15-07-2023 23:55,Michele Davis,"frankfurter,beef,root vegetables,curd,dessert,yogurt,soft cheese,rolls/buns,mustard,pickled vegetables,canned beer,hygiene articles,napkins",Credit Card,Chicago
1000000302,04-06-2020 15:28,Molly Hernandez,canned beer,Cash,Chicago
1000000303,24-02-2021 18:47,Ashley Knight,bottled beer,Debit Card,San Francisco
1000000304,17-12-2022 17:38,Jessica Crawford,"onions,soda,chewing gum,chocolate,newspapers",Mobile Payment,Seattle
1000000305,13-02-2022 04:42,Yvette Bailey,"tropical fruit,packaged fruit/vegetables,cream cheese ,white bread,candy",Mobile Payment,Seattle
1000000306,14-04-2023 07:18,Mary Miller,"bottled water,white wine",Debit Card,Los Angeles
1000000307,10-02-2021 04:20,Ashley Turner,"beef,white bread,pastry,pasta,soap",Debit Card,Miami
1000000308,22-06-2023 21:28,Dustin Walker,"sausage,chicken,tropical fruit,root vegetables,whole milk,yogurt,candy,abrasive cleaner,cleaner",Cash,Los Angeles
1000000309,28-01-2023 20:59,Lynn Hopkins,hair spray,Mobile Payment,Chicago
1000000310,18-08-2022 08:02,Taylor Cole,"chicken,whole milk,spices,long life bakery product,shopping bags",Credit Card,Dallas
1000000311,07-01-2020 01:35,Jeffrey Wilson,"pork,citrus fruit,brown bread,pastry,sugar,cat food",Debit Card,New York
1000000312,02-12-2020 18:12,Christopher Nichols,ice cream,Debit Card,Atlanta
1000000313,27-12-2022 09:21,Jacob Washington,"meat,hard cheese,bottled beer",Mobile Payment,San Francisco
1000000314,06-07-2023 12:06,Ann Gamble,"other vegetables,yogurt,brown bread,instant coffee",Debit Card,Boston
1000000315,01-03-2024 18:10,Michael Ray,"bottled water,cake bar",Credit Card,Miami
1000000316,24-06-2020 05:01,Karen Meyer,"tropical fruit,soda,salty snack",Credit Card,Seattle
1000000317,03-10-2020 13:50,Candice Shelton,photo/film,Credit Card,Chicago
1000000318,02-02-2023 02:05,Cindy Russell,"sausage,citrus fruit,yogurt,coffee,soda,canned beer,dishes",Mobile Payment,Houston
1000000319,23-07-2022 05:13,Taylor Brady,"grapes,root vegetables",Debit Card,Boston
1000000320,27-01-2021 05:09,Paula Turner,"domestic eggs,brown bread,photo/film",Mobile Payment,San Francisco
1000000321,09-01-2024 11:41,Jasmine Vasquez,"rolls/buns,canned fish,canned beer",Cash,Houston
1000000322,08-01-2023 11:51,Christopher Johnson,"tropical fruit,whole milk",Credit Card,San Francisco
1000000323,17-04-2021 20:11,Christopher Chandler,chicken,Debit Card,Seattle
1000000324,17-11-2021 00:42,Susan Ball,"frankfurter,other vegetables,yogurt,brown bread,bottled water",Cash,Chicago
1000000325,11-11-2021 02:24,Bobby Warner,"berries,root vegetables,other vegetables,curd,butter milk,cream cheese ,roll products ,margarine,misc. beverages,specialty chocolate,detergent",Debit Card,Miami
1000000326,01-07-2020 00:49,Victoria Jenkins,"margarine,hygiene articles",Mobile Payment,Chicago
1000000327,19-04-2021 22:13,Tyler Lara,"tropical fruit,yogurt,rolls/buns,soda,shopping bags",Mobile Payment,Atlanta
1000000328,20-05-2022 17:13,Ronald Chandler,"ham,other vegetables,whipped/sour cream,hard cheese,rolls/buns,soda,misc. beverages,chocolate,candy",Debit Card,Chicago
1000000329,10-10-2022 04:25,Xavier Palmer,"hamburger meat,white bread,salty snack",Debit Card,Atlanta
1000000330,05-02-2020 13:58,Lance Sims,"yogurt,mayonnaise,rolls/buns,soda,napkins",Cash,New York
1000000331,25-06-2021 13:48,Richard Dean,"soda,specialty chocolate",Mobile Payment,New York
1000000332,01-01-2024 08:46,Corey Scott,yogurt,Mobile Payment,Dallas
1000000333,02-03-2021 10:44,Timothy Calderon,soda,Debit Card,Houston
1000000334,02-02-2022 11:39,Richard Clark,bottled water,Mobile Payment,Seattle
1000000335,16-04-2024 11:13,Adrienne Long,"sausage,meat,hamburger meat,rubbing alcohol",Debit Card,Boston
1000000336,14-09-2021 00:26,Tanya Murphy,"citrus fruit,pip fruit,beverages,hard cheese,pet care,soda,fruit/vegetable juice,waffles",Mobile Payment,Seattle
1000000337,19-03-2023 09:39,Traci Stevens,shopping bags,Debit Card,Houston
1000000338,24-02-2022 22:44,Melissa Freeman,newspapers,Debit Card,Chicago
1000000339,01-10-2020 10:24,Colleen Mata,"frankfurter,other vegetables,whole milk,curd,frozen potato products,zwieback,specialty bar,dish cleaner",Credit Card,Chicago
1000000340,05-02-2022 19:17,Justin Rodriguez,"sausage,citrus fruit,whole milk,canned beer",Mobile Payment,Dallas
1000000341,07-03-2024 20:33,Daniel Thomas,"frankfurter,rolls/buns",Credit Card,Miami
1000000342,30-04-2020 08:47,Susan Martin,"salt,salty snack,cookware",Mobile Payment,Houston
1000000343,14-12-2020 16:57,Monica Howard,oil,Cash,San Francisco
1000000344,01-10-2020 12:19,Lauren Perry,"curd,beverages,cream cheese ,rolls/buns,pastry,soda,cake bar,chewing gum",Credit Card,San Francisco
1000000345,31-07-2021 00:30,Cynthia Peters,"other vegetables,butter,specialty chocolate",Mobile Payment,Houston
1000000346,23-03-2020 08:45,Andrew Shelton,citrus fruit,Debit Card,Miami
1000000347,11-06-2020 22:09,Richard Page,"frankfurter,whole milk,butter milk",Mobile Payment,Atlanta
1000000348,12-11-2020 09:56,Gregory George,"root vegetables,whole milk,butter,processed cheese,mayonnaise,salty snack",Debit Card,Miami
1000000349,18-05-2022 20:42,Joe Price,"tropical fruit,whole milk,frozen meals,bottled beer",Cash,Boston
1000000350,05-03-2024 14:03,Marissa Cisneros,"beef,hamburger meat,pip fruit",Credit Card,Miami
1000000351,13-12-2021 16:53,Debbie Burns,"berries,whipped/sour cream,cereals,waffles,shopping bags",Mobile Payment,Boston
1000000352,29-09-2021 10:27,William Cole,canned beer,Debit Card,Miami
1000000353,18-03-2024 04:37,David Gallagher,"whipped/sour cream,canned beer,red/blush wine",Cash,Boston
1000000354,19-03-2022 18:56,Melissa Mullins,"root vegetables,domestic eggs,margarine,chocolate marshmallow,candy",Credit Card,Boston
1000000355,07-12-2020 08:07,James Smith,"whole milk,soda",Cash,San Francisco
1000000356,02-10-2021 00:39,James Harris,beef,Mobile Payment,Dallas
1000000357,02-02-2022 02:18,Melinda Daniels,frozen vegetables,Credit Card,Chicago
1000000358,08-03-2022 03:02,Barbara Shepard,"rolls/buns,bottled beer",Mobile Payment,Atlanta
1000000359,07-12-2023 14:00,Tyler Lambert,"whole milk,hygiene articles",Mobile Payment,Boston
1000000360,03-12-2023 00:49,Amanda Sanchez,whole milk,Cash,Chicago
1000000361,04-10-2023 18:32,Kelly Tucker,"citrus fruit,whole milk,curd,soft cheese",Mobile Payment,San Francisco
1000000362,22-08-2020 18:00,Tiffany Wilson,"pastry,fruit/vegetable juice",Cash,Chicago
1000000363,26-03-2023 06:38,Seth Johnson,"frankfurter,sausage,pork,pip fruit,butter,processed cheese,white bread,brown bread",Credit Card,Seattle
1000000364,21-03-2020 19:13,Julie Perez,"tropical fruit,root vegetables,whole milk,whipped/sour cream,domestic eggs",Debit Card,Seattle
1000000365,07-12-2021 23:42,Dustin Taylor,"frankfurter,sausage,root vegetables,yogurt,whipped/sour cream,pastry,napkins",Mobile Payment,Boston
1000000366,23-04-2021 07:59,Julia Ramirez,"berries,root vegetables,other vegetables,packaged fruit/vegetables,whole milk,curd,curd cheese,cat food,specialty bar,detergent",Mobile Payment,Houston
1000000367,03-04-2023 05:06,Richard Benjamin,"rolls/buns,brown bread,pastry,coffee,bottled beer",Cash,San Francisco
1000000368,21-05-2021 13:54,Richard Hamilton,"root vegetables,packaged fruit/vegetables,curd,dessert,frozen vegetables,specialty fat,coffee",Credit Card,New York
1000000369,31-08-2022 08:17,Deborah Reid,yogurt,Debit Card,Miami
1000000370,19-11-2023 20:51,Rachel Brown,"other vegetables,bottled water",Cash,Chicago
1000000371,18-08-2020 04:17,Brett Smith,"berries,white bread",Debit Card,Chicago
1000000372,28-06-2021 15:03,Austin Hughes,"berries,coffee",Cash,Boston
1000000373,23-12-2020 04:04,Mark Smith,"other vegetables,butter milk,frozen meals,bottled water",Debit Card,Houston
1000000374,02-11-2022 00:41,Diana Giles,"rolls/buns,newspapers",Credit Card,Miami
1000000375,22-01-2023 00:34,Cassandra Lloyd,"ham,citrus fruit,whole milk,whipped/sour cream,rolls/buns,pastry,waffles,hygiene articles",Cash,San Francisco
1000000376,01-08-2021 20:48,Laura Phillips,"whole milk,frozen dessert,salty snack,napkins",Mobile Payment,San Francisco
1000000377,02-07-2023 04:52,Derrick Chen,"tropical fruit,butter milk,rolls/buns,bottled water",Credit Card,Los Angeles
1000000378,26-06-2020 18:40,Patricia Bernard,bottled water,Credit Card,Atlanta
1000000379,12-01-2023 02:37,Rebecca Martinez,"butter milk,yogurt",Mobile Payment,Seattle
1000000380,20-04-2021 20:48,Victor Stein,newspapers,Mobile Payment,Los Angeles
1000000381,17-03-2020 06:46,Thomas Mason,coffee,Credit Card,Boston
1000000382,10-10-2020 15:23,Carla Thomas,"bottled beer,liquor",Debit Card,Boston
1000000383,18-12-2021 21:20,Bradley Smith,"onions,butter,whipped/sour cream,hard cheese,frozen vegetables,pasta,specialty fat,syrup,candy,napkins,cling film/bags",Credit Card,Seattle
1000000384,30-06-2020 18:24,Joshua Chase,"hamburger meat,hard cheese,frozen meals,pasta,dog food,salty snack,shopping bags",Credit Card,Houston
1000000385,08-07-2023 14:17,Cheryl Olsen,"sausage,liver loaf,other vegetables,cream cheese ,pastry,soap,shopping bags",Cash,Boston
1000000386,03-04-2021 23:52,Benjamin Cabrera,"hard cheese,pastry,napkins",Debit Card,Dallas
1000000387,18-05-2021 22:19,Joseph Nichols,"sausage,tropical fruit,condensed milk,rolls/buns",Debit Card,Chicago
1000000388,09-07-2023 10:26,Meghan Johnson,hamburger meat,Cash,Houston
1000000389,14-09-2020 01:48,Holly Mora,"onions,whole milk,beverages,frozen dessert",Debit Card,Miami
1000000390,14-03-2024 19:01,Michael Smith,coffee,Debit Card,New York
1000000391,13-01-2024 17:11,Paul York,shopping bags,Debit Card,San Francisco
1000000392,11-08-2022 05:30,Justin Garza,"yogurt,rolls/buns,pastry,bottled water,soda,shopping bags",Mobile Payment,San Francisco
1000000393,27-05-2023 18:18,James Jones,soda,Mobile Payment,Chicago
1000000394,06-03-2022 15:18,Randall Davis,sliced cheese,Cash,Boston
1000000395,28-08-2022 04:37,Julie Hopkins,"sausage,whole milk,coffee",Mobile Payment,San Francisco
1000000396,30-10-2020 09:20,Zachary Compton,"yogurt,chocolate",Debit Card,Seattle
1000000397,19-02-2021 11:51,Michelle White,"domestic eggs,rolls/buns,dish cleaner,hygiene articles",Mobile Payment,Atlanta
1000000398,05-02-2023 15:44,Jennifer Owens,whole milk,Debit Card,Dallas
1000000399,25-08-2022 15:48,James Howe MD,"meat,other vegetables,whole milk,whipped/sour cream",Cash,Dallas
1000000400,20-03-2021 15:08,Kimberly Gomez,"dish cleaner,bathroom cleaner,hygiene articles,napkins",Credit Card,Houston
1000000401,06-09-2020 06:05,Kathy Ross,"other vegetables,red/blush wine",Credit Card,San Francisco
1000000402,15-08-2020 21:47,Ariel Howell,"whole milk,butter milk,yogurt,sliced cheese,rolls/buns,sweet spreads,coffee,fruit/vegetable juice,long life bakery product,shopping bags",Credit Card,Chicago
1000000403,05-04-2020 04:08,Lisa Smith,"other vegetables,whole milk,rolls/buns,Instant food products",Credit Card,Houston
1000000404,28-04-2021 13:09,Randy Nelson,"tropical fruit,other vegetables",Mobile Payment,Los Angeles
1000000405,14-09-2022 07:20,Joseph Miller,"baking powder,bottled water,salty snack,chewing gum",Cash,Houston
1000000406,17-09-2022 14:28,Paul Hart,specialty bar,Debit Card,Miami
1000000407,22-09-2020 11:18,Megan Hardin,ice cream,Debit Card,Houston
1000000408,20-11-2020 17:02,Jennifer Lee,"frankfurter,yogurt",Debit Card,Chicago
1000000409,14-07-2021 06:54,Matthew Hall,canned beer,Debit Card,Dallas
1000000410,24-04-2020 17:56,Thomas Green,bottled water,Debit Card,New York
1000000411,18-07-2020 18:11,George Ruiz,"other vegetables,whole milk,rolls/buns,margarine,bottled water,bottled beer",Mobile Payment,New York
1000000412,12-05-2021 01:27,Cameron Garner,"citrus fruit,tropical fruit,onions,other vegetables,shopping bags",Credit Card,Los Angeles
1000000413,10-02-2023 21:43,Paul Clarke,"sausage,ham,hamburger meat,whole milk,soda,softener,newspapers",Debit Card,Boston
1000000414,02-04-2024 07:14,William Randolph,"domestic eggs,rolls/buns,specialty bar,napkins",Credit Card,Seattle
1000000415,16-11-2021 05:52,Kevin Morris,"pork,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,hygiene articles",Debit Card,Chicago
1000000416,14-07-2023 11:48,Andrew Smith,"specialty cheese,frozen vegetables,coffee,soda,fruit/vegetable juice,salty snack",Cash,Houston
1000000417,26-12-2020 11:06,Whitney Mercado,"pork,citrus fruit,pip fruit,yogurt,fruit/vegetable juice,sparkling wine",Credit Card,San Francisco
1000000418,29-10-2021 22:49,Dennis Cruz,"beef,berries,whipped/sour cream,domestic eggs,rolls/buns",Cash,Seattle
1000000419,19-08-2023 08:20,Kristina Mcguire,"other vegetables,pet care",Credit Card,Houston
1000000420,24-06-2023 15:43,Maria Ochoa,"chicken,yogurt,sliced cheese,rolls/buns,chewing gum,dishes",Mobile Payment,Houston
1000000421,29-09-2023 15:34,Jeffrey Thomas,"soda,chewing gum",Debit Card,Boston
1000000422,08-06-2021 00:59,Melissa Wallace,whole milk,Cash,Dallas
1000000423,18-03-2023 05:21,Dawn Barnes,rolls/buns,Debit Card,Dallas
1000000424,01-06-2020 21:09,Mr. Jimmy Martin MD,bottled beer,Mobile Payment,Dallas
1000000425,11-12-2023 23:42,Brian Turner,"root vegetables,pastry,bottled water,male cosmetics",Mobile Payment,Dallas
1000000426,30-08-2020 01:19,Hannah Moss,pastry,Debit Card,Atlanta
1000000427,05-12-2022 07:09,Jessica Crawford,"berries,pet care,cake bar,shopping bags",Debit Card,Boston
1000000428,17-04-2022 04:15,Joseph Barrett,"citrus fruit,tropical fruit,root vegetables,yogurt,canned vegetables,bottled water,soda,softener",Cash,Los Angeles
1000000429,30-10-2022 13:28,Robert Williams,"whole milk,oil,canned fruit,fruit/vegetable juice",Debit Card,Boston
1000000430,20-01-2020 23:29,Robin King,"soda,misc. beverages",Debit Card,Chicago
1000000431,24-05-2023 06:51,Michael Morris,"bottled water,soda",Cash,New York
1000000432,25-04-2023 00:06,Mrs. Jessica Pennington,"tropical fruit,other vegetables,rolls/buns",Mobile Payment,Los Angeles
1000000433,24-09-2023 01:27,Brian Williams,salty snack,Cash,Atlanta
1000000434,08-03-2023 10:19,Tanya Jones,"bottled water,canned beer",Cash,Boston
1000000435,06-12-2020 06:15,Greg Chandler,chocolate,Mobile Payment,Miami
1000000436,21-09-2021 12:32,Yvonne Garcia,"citrus fruit,UHT-milk,cream cheese ,frozen vegetables",Debit Card,Miami
1000000437,06-01-2020 10:44,Tyler Clark,"bottled water,canned beer,male cosmetics",Cash,Chicago
1000000438,15-06-2020 08:10,Carla Arias,"onions,other vegetables,pastry,bottled water,soda,napkins",Mobile Payment,Chicago
1000000439,10-12-2023 03:49,Matthew Taylor,"dessert,oil,cat food,soda",Mobile Payment,Atlanta
1000000440,01-05-2022 11:06,Angela Higgins,"beef,other vegetables,whole milk,frozen potato products,rolls/buns,oil,margarine,coffee,dental care,hygiene articles,newspapers",Debit Card,San Francisco
1000000441,28-06-2022 16:01,Erin Giles,"rolls/buns,zwieback,bottled water,misc. beverages,bottled beer,canned beer,brandy",Mobile Payment,Atlanta
1000000442,05-12-2021 20:27,Michael Huffman,"beef,tropical fruit,root vegetables,onions,other vegetables,instant coffee,soda",Credit Card,Houston
1000000443,08-04-2024 09:42,Paul Walls,soda,Cash,Chicago
1000000444,11-02-2020 17:40,James Henderson,"coffee,hygiene articles",Credit Card,Boston
1000000445,01-06-2022 01:52,Melanie Page,"rolls/buns,brown bread,bottled water",Cash,Atlanta
1000000446,30-08-2023 21:47,Kenneth Cowan,"pork,beef,hamburger meat,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,shopping bags",Cash,Atlanta
1000000447,02-12-2021 11:59,Crystal Lewis,"soda,canned beer,liquor (appetizer),hygiene articles,napkins,newspapers",Debit Card,Houston
1000000448,16-04-2023 22:11,Peter Berg,"sausage,ham,other vegetables,ice cream,white bread",Debit Card,Dallas
1000000449,15-05-2023 16:05,Deborah Richardson,"beef,root vegetables,other vegetables,rolls/buns,sugar",Mobile Payment,Houston
1000000450,13-03-2023 18:47,Diane Ford,"whole milk,butter,bottled water,bottled beer",Cash,Dallas
1000000451,25-03-2023 14:23,Stephanie Brown,"pork,ice cream,hygiene articles,house keeping products",Credit Card,Los Angeles
1000000452,27-01-2023 19:18,Wesley Santos,"berries,packaged fruit/vegetables,whole milk,ice cream,fruit/vegetable juice,salty snack,specialty bar",Credit Card,Atlanta
1000000453,10-03-2020 12:27,Erik Butler,"sausage,other vegetables,curd,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,roll products ",Cash,Los Angeles
1000000454,27-10-2020 22:31,Andrea Weeks,"bottled water,misc. beverages,cling film/bags",Mobile Payment,New York
1000000455,21-02-2023 10:17,Christopher Small,"tropical fruit,other vegetables,packaged fruit/vegetables,whole milk,hard cheese,frozen dessert,rice,bottled water",Debit Card,Boston
1000000456,19-12-2022 19:52,Hannah Baird,"herbs,bottled water",Credit Card,Atlanta
1000000457,22-04-2024 02:54,Rebecca Velazquez,"yogurt,rolls/buns",Credit Card,Los Angeles
1000000458,20-01-2023 20:08,Crystal Jones,Instant food products,Mobile Payment,San Francisco
1000000459,21-05-2020 08:59,Bradley Lawrence,specialty chocolate,Credit Card,New York
1000000460,21-02-2022 00:37,Heather Hogan,coffee,Mobile Payment,Boston
1000000461,30-12-2022 07:39,Joseph Marquez,"bottled beer,liquor",Credit Card,Los Angeles
1000000462,18-01-2020 00:32,Tyler Nelson,"beef,root vegetables",Debit Card,Dallas
1000000463,21-03-2021 15:51,Todd Vaughn,"whole milk,honey,waffles",Debit Card,Los Angeles
1000000464,27-02-2020 21:17,Jose Hale,"frankfurter,rolls/buns,pastry,snack products,specialty bar",Debit Card,Chicago
1000000465,15-01-2022 16:04,Collin Nash,"frankfurter,sausage,liver loaf,root vegetables,curd,frozen vegetables,rolls/buns,semi-finished bread,hygiene articles,photo/film",Debit Card,Seattle
1000000466,15-01-2020 12:18,Jeff Fowler,"other vegetables,whole milk,cream cheese ",Credit Card,Chicago
1000000467,01-03-2022 05:12,Benjamin Lee,"frankfurter,root vegetables,pickled vegetables,soda,seasonal products",Cash,Los Angeles
1000000468,07-05-2024 02:26,Michael Padilla,"whole milk,rolls/buns,newspapers",Credit Card,Los Angeles
1000000469,26-04-2024 06:29,Stephanie Jackson,"frankfurter,margarine,dental care",Credit Card,New York
1000000470,05-01-2021 16:52,Thomas Mcintyre,"other vegetables,salty snack",Debit Card,Chicago
1000000471,28-04-2023 21:21,Robert Davis,"bottled water,shopping bags",Debit Card,Dallas
1000000472,04-12-2023 13:11,Marc Decker,"pork,onions,whole milk,butter,rolls/buns,pastry,rum,hygiene articles",Credit Card,Dallas
1000000473,10-03-2024 05:53,Shawn Morris,bottled water,Credit Card,Boston
1000000474,07-03-2020 21:42,Denise Vaughan,"other vegetables,whipped/sour cream,specialty cheese,domestic eggs",Debit Card,Miami
1000000475,06-09-2021 13:41,Sarah Harris,"hamburger meat,whole milk,curd,pasta,canned beer",Mobile Payment,Atlanta
1000000476,24-03-2022 23:31,Brian Cole,"hamburger meat,citrus fruit,other vegetables",Mobile Payment,Dallas
1000000477,04-04-2021 16:24,Scott Jenkins,shopping bags,Cash,Seattle
1000000478,23-01-2023 04:27,John Goodwin,"whole milk,cream cheese ,soda,fruit/vegetable juice",Debit Card,Chicago
1000000479,12-11-2021 10:44,Ashley Ortiz,ice cream,Cash,Chicago
1000000480,27-11-2023 11:11,Cynthia Harper,"pastry,bottled water",Credit Card,Seattle
1000000481,26-10-2020 15:48,John Taylor DDS,"ham,pip fruit,whole milk,curd,dessert,butter milk,whipped/sour cream,sliced cheese,cream cheese ,white bread,coffee,long life bakery product,chocolate,baby cosmetics",Credit Card,San Francisco
1000000482,01-07-2020 07:14,Jennifer West,"frankfurter,soda",Credit Card,Los Angeles
1000000483,16-05-2022 02:20,Toni Sanchez,"sausage,turkey,beef,root vegetables,domestic eggs,rolls/buns,flour,rice,organic products,misc. beverages,napkins",Debit Card,Dallas
1000000484,05-04-2023 04:25,Ronald Mills,bottled beer,Mobile Payment,Atlanta
1000000485,10-10-2023 08:13,Kevin Underwood,"bottled water,bottled beer,napkins",Cash,Dallas
